,Esta es una base de datos que describe las operaciones inmobiliarias de una empresa,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
251,251,2004-04-09 00:00:00,Suelo,Venta,Lleida,124,1130632,2005-01-22 00:00:00,Pedro
252,252,2004-04-09 00:00:00,Parking,Alquiler,Lleida,168,1622040,2004-10-15 00:00:00,María
253,253,2004-04-10 00:00:00,Parking,Venta,Tarragona,106,567206,2004-08-08 00:00:00,María
254,254,2004-04-10 00:00:00,Piso,Venta,Girona,67,379689,2004-10-29 00:00:00,Pedro
255,255,2004-04-10 00:00:00,Local,Alquiler,Barcelona,49,424536,2005-03-04 00:00:00,Pedro
256,256,2004-04-10 00:00:00,Industrial,Venta,Girona,238,1620304,2004-10-05 00:00:00,Carmen
257,257,2004-04-11 00:00:00,Suelo,Alquiler,Lleida,261,1220697,2005-02-09 00:00:00,Carmen
258,258,2004-04-11 00:00:00,Suelo,Alquiler,Barcelona,242,1099648,2005-02-13 00:00:00,María
259,259,2004-04-11 00:00:00,Parking,Venta,Tarragona,138,1183212,2005-02-26 00:00:00,Luisa
260,260,2004-04-12 00:00:00,Piso,Alquiler,Tarragona,258,1750014,2004-12-09 00:00:00,Luisa
261,261,2004-04-12 00:00:00,Casa,Alquiler,Lleida,201,1107108,2005-04-07 00:00:00,Joaquín
262,262,2004-04-12 00:00:00,Casa,Alquiler,Barcelona,181,1449629,2004-09-14 00:00:00,Luisa
263,263,2004-04-13 00:00:00,Oficina,Alquiler,Barcelona,244,1006988,2004-08-06 00:00:00,María
264,264,2004-04-14 00:00:00,Parking,Alquiler,Tarragona,258,1770912,2005-03-02 00:00:00,Jesús
265,265,2004-04-14 00:00:00,Parking,Venta,Barcelona,105,927255,2004-11-21 00:00:00,Luisa
266,266,2004-04-14 00:00:00,Parking,Alquiler,Tarragona,216,1125792,2004-09-16 00:00:00,Jesús
267,267,2004-04-14 00:00:00,Casa,Venta,Girona,204,1291116,2004-09-27 00:00:00,Carmen
268,268,2004-04-15 00:00:00,Industrial,Alquiler,Girona,150,968250,2005-02-15 00:00:00,María
269,269,2004-04-15 00:00:00,Parking,Venta,Lleida,52,446888,2004-09-01 00:00:00,María
270,270,2004-04-15 00:00:00,Parking,Alquiler,Tarragona,223,1342906,2004-10-31 00:00:00,Joaquín
271,271,2004-04-15 00:00:00,Local,Alquiler,Lleida,237,1093281,2005-01-02 00:00:00,Jesús
272,272,2004-04-15 00:00:00,Suelo,Venta,Lleida,270,2409210,2004-09-03 00:00:00,Carmen
273,273,2004-04-15 00:00:00,Piso,Alquiler,Lleida,120,722880,2005-02-14 00:00:00,Joaquín
274,274,2004-04-15 00:00:00,Piso,Alquiler,Lleida,113,1102880,2005-03-17 00:00:00,Jesús
275,275,2004-04-16 00:00:00,Local,Alquiler,Girona,193,1079449,2004-11-20 00:00:00,Pedro
276,276,2004-04-17 00:00:00,Oficina,Alquiler,Girona,110,1039500,2004-11-17 00:00:00,Pedro
277,277,2004-04-17 00:00:00,Parking,Venta,Barcelona,209,2038586,2005-01-06 00:00:00,Jesús
278,278,2004-04-17 00:00:00,Suelo,Alquiler,Girona,125,853750,2004-08-25 00:00:00,Carmen
279,279,2004-04-18 00:00:00,Suelo,Venta,Girona,244,1414956,2005-02-26 00:00:00,María
280,280,2004-04-18 00:00:00,Oficina,Venta,Barcelona,154,881804,2004-08-25 00:00:00,Pedro
281,281,2004-04-18 00:00:00,Oficina,Venta,Girona,258,1081278,2005-04-13 00:00:00,Carmen
282,282,2004-04-18 00:00:00,Casa,Venta,Girona,285,2534505,2004-12-28 00:00:00,Jesús
283,283,2004-04-18 00:00:00,Oficina,Alquiler,Tarragona,137,1336298,2004-11-27 00:00:00,Pedro
284,284,2004-04-19 00:00:00,Suelo,Alquiler,Girona,262,2404898,2004-10-20 00:00:00,Luisa
285,285,2004-04-19 00:00:00,Industrial,Alquiler,Tarragona,143,712712,2005-01-10 00:00:00,Jesús
286,286,2004-04-19 00:00:00,Industrial,Venta,Barcelona,65,523770,2005-01-24 00:00:00,Jesús
287,287,2004-04-19 00:00:00,Industrial,Alquiler,Barcelona,225,1360800,2004-07-22 00:00:00,Jesús
288,288,2004-04-19 00:00:00,Casa,Alquiler,Lleida,177,924294,2005-01-19 00:00:00,Luisa
289,289,2004-04-20 00:00:00,Suelo,Venta,Lleida,163,895359,2005-02-17 00:00:00,Pedro
290,290,2004-04-20 00:00:00,Oficina,Alquiler,Girona,227,1437818,2005-03-27 00:00:00,Jesús
291,291,2004-04-21 00:00:00,Casa,Alquiler,Tarragona,295,1877675,2004-09-11 00:00:00,Pedro
292,292,2004-04-21 00:00:00,Parking,Venta,Barcelona,54,258444,2005-03-08 00:00:00,Pedro
293,293,2004-04-22 00:00:00,Parking,Venta,Girona,82,430418,2005-02-09 00:00:00,Luisa
294,294,2004-04-22 00:00:00,Oficina,Venta,Girona,86,589960,2005-03-18 00:00:00,Carmen
295,295,2004-04-22 00:00:00,Oficina,Venta,Girona,133,786695,2004-11-21 00:00:00,Luisa
296,296,2004-04-22 00:00:00,Parking,Alquiler,Barcelona,235,1773780,2005-03-28 00:00:00,Pedro
297,297,2004-04-23 00:00:00,Suelo,Alquiler,Girona,288,2699136,2004-07-28 00:00:00,Pedro
298,298,2004-04-23 00:00:00,Industrial,Venta,Barcelona,106,600596,2004-11-23 00:00:00,Luisa
299,299,2004-04-23 00:00:00,Industrial,Venta,Girona,45,307170,2005-04-16 00:00:00,Joaquín
300,300,2004-04-23 00:00:00,Suelo,Alquiler,Tarragona,85,683230,2005-02-06 00:00:00,Carmen
301,301,2004-04-24 00:00:00,Casa,Alquiler,Tarragona,178,1458176,2005-02-12 00:00:00,Carmen
302,302,2004-04-24 00:00:00,Industrial,Alquiler,Girona,211,1171894,2005-03-22 00:00:00,Pedro
303,303,2004-04-25 00:00:00,Oficina,Venta,Girona,209,1728221,2004-08-30 00:00:00,Carmen
304,304,2004-04-26 00:00:00,Casa,Alquiler,Barcelona,298,2612566,2005-02-16 00:00:00,Pedro
305,305,2004-04-27 00:00:00,Oficina,Venta,Girona,249,1150380,2004-11-18 00:00:00,Joaquín
306,306,2004-04-27 00:00:00,Piso,Venta,Lleida,142,1055912,2004-09-28 00:00:00,Jesús
307,307,2004-04-27 00:00:00,Industrial,Venta,Lleida,196,1645616,2005-04-14 00:00:00,Carmen
308,308,2004-04-28 00:00:00,Suelo,Alquiler,Barcelona,228,1521216,2005-03-16 00:00:00,Carmen
309,309,2004-04-28 00:00:00,Piso,Alquiler,Lleida,237,1763517,2004-09-06 00:00:00,Luisa
310,310,2004-04-28 00:00:00,Industrial,Venta,Lleida,121,792792,2004-09-23 00:00:00,Pedro
311,311,2004-04-28 00:00:00,Suelo,Venta,Lleida,61,605425,2004-12-29 00:00:00,Carmen
312,312,2004-04-29 00:00:00,Industrial,Venta,Girona,189,1579284,2005-01-07 00:00:00,Luisa
313,313,2004-04-30 00:00:00,Local,Alquiler,Barcelona,91,391391,2005-02-13 00:00:00,Luisa
314,314,2004-04-30 00:00:00,Suelo,Alquiler,Tarragona,230,1386900,2005-03-21 00:00:00,Joaquín
315,315,2004-05-01 00:00:00,Casa,Alquiler,Barcelona,251,2439971,2005-02-14 00:00:00,Joaquín
316,316,2004-05-02 00:00:00,Industrial,Alquiler,Barcelona,261,2571111,2005-02-07 00:00:00,Carmen
317,317,2004-05-02 00:00:00,Parking,Alquiler,Barcelona,251,1754992,2004-08-26 00:00:00,Jesús
318,318,2004-05-02 00:00:00,Suelo,Alquiler,Lleida,46,440772,2004-11-17 00:00:00,Jesús
319,319,2004-05-02 00:00:00,Piso,Venta,Tarragona,123,961368,2004-09-04 00:00:00,Luisa
320,320,2004-05-02 00:00:00,Industrial,Alquiler,Girona,277,2456159,2004-08-04 00:00:00,María
321,321,2004-05-03 00:00:00,Industrial,Alquiler,Girona,190,977740,2004-08-12 00:00:00,Pedro
322,322,2004-05-03 00:00:00,Suelo,Venta,Barcelona,42,255906,2004-11-09 00:00:00,María
323,323,2004-05-03 00:00:00,Parking,Venta,Barcelona,237,1592166,2004-10-15 00:00:00,María
324,324,2004-05-04 00:00:00,Suelo,Alquiler,Barcelona,155,876060,2004-12-31 00:00:00,Carmen
325,325,2004-05-04 00:00:00,Piso,Venta,Girona,60,332400,2004-08-30 00:00:00,Joaquín
326,326,2004-05-04 00:00:00,Industrial,Alquiler,Barcelona,179,1227224,2004-10-08 00:00:00,Luisa
327,327,2004-05-04 00:00:00,Suelo,Venta,Tarragona,180,1022040,2005-03-28 00:00:00,Jesús
328,328,2004-05-04 00:00:00,Suelo,Venta,Barcelona,273,1369368,2005-04-17 00:00:00,Jesús
329,329,2004-05-04 00:00:00,Industrial,Venta,Lleida,285,1922325,2004-11-11 00:00:00,María
330,330,2004-05-05 00:00:00,Parking,Alquiler,Girona,125,1189250,2004-10-26 00:00:00,Pedro
331,331,2004-05-05 00:00:00,Parking,Alquiler,Barcelona,205,990355,2004-12-08 00:00:00,Luisa
332,332,2004-05-06 00:00:00,Local,Alquiler,Girona,138,877680,2005-03-31 00:00:00,Luisa
333,333,2004-05-06 00:00:00,Piso,Venta,Barcelona,110,803000,2004-08-25 00:00:00,Jesús
334,334,2004-05-07 00:00:00,Industrial,Alquiler,Tarragona,242,2110966,2005-01-22 00:00:00,Pedro
335,335,2004-05-07 00:00:00,Piso,Venta,Lleida,148,634920,2005-04-27 00:00:00,Joaquín
336,336,2004-05-07 00:00:00,Local,Alquiler,Tarragona,227,1394461,2005-01-28 00:00:00,María
337,337,2004-05-08 00:00:00,Oficina,Venta,Girona,102,413610,2004-09-15 00:00:00,Pedro
338,338,2004-05-08 00:00:00,Oficina,Alquiler,Barcelona,41,361661,2005-01-28 00:00:00,Carmen
339,339,2004-05-09 00:00:00,Suelo,Alquiler,Girona,75,683175,2004-09-04 00:00:00,Joaquín
340,340,2004-05-10 00:00:00,Suelo,Venta,Lleida,99,783783,2004-12-01 00:00:00,Jesús
341,341,2004-05-10 00:00:00,Casa,Venta,Tarragona,229,1990697,2004-11-02 00:00:00,Pedro
342,342,2004-05-10 00:00:00,Local,Alquiler,Lleida,259,1992228,2004-12-21 00:00:00,Pedro
343,343,2004-05-10 00:00:00,Parking,Venta,Barcelona,175,1178100,2004-11-12 00:00:00,Luisa
344,344,2004-05-10 00:00:00,Casa,Venta,Barcelona,146,1083466,2004-09-19 00:00:00,Jesús
345,345,2004-05-11 00:00:00,Industrial,Alquiler,Tarragona,131,1263495,2005-01-01 00:00:00,Jesús
346,346,2004-05-11 00:00:00,Local,Venta,Tarragona,202,1320676,2004-12-23 00:00:00,Pedro
347,347,2004-05-11 00:00:00,Industrial,Venta,Barcelona,173,851852,2004-09-18 00:00:00,Carmen
348,348,2004-05-11 00:00:00,Oficina,Alquiler,Girona,187,1560889,2005-03-26 00:00:00,Joaquín
349,349,2004-05-12 00:00:00,Parking,Venta,Tarragona,234,1398852,2004-11-01 00:00:00,María
350,350,2004-05-13 00:00:00,Oficina,Venta,Girona,103,680830,2004-09-21 00:00:00,María
351,351,2004-05-13 00:00:00,Piso,Alquiler,Girona,75,418725,2005-04-24 00:00:00,Pedro
352,352,2004-05-14 00:00:00,Casa,Venta,Tarragona,241,2060550,2004-10-10 00:00:00,Luisa
353,353,2004-05-14 00:00:00,Piso,Alquiler,Tarragona,257,1980185,2004-08-14 00:00:00,Carmen
354,354,2004-05-14 00:00:00,Piso,Venta,Girona,122,885476,2005-03-30 00:00:00,Carmen
355,355,2004-05-14 00:00:00,Oficina,Alquiler,Tarragona,209,1181686,2004-10-15 00:00:00,Carmen
356,356,2004-05-14 00:00:00,Parking,Alquiler,Lleida,154,830830,2005-02-03 00:00:00,Luisa
357,357,2004-05-15 00:00:00,Suelo,Venta,Girona,196,1707944,2004-08-19 00:00:00,Pedro
358,358,2004-05-15 00:00:00,Piso,Venta,Barcelona,131,1180048,2004-11-04 00:00:00,Joaquín
359,359,2004-05-15 00:00:00,Parking,Venta,Lleida,130,1176630,2005-03-18 00:00:00,Jesús
360,360,2004-05-16 00:00:00,Local,Venta,Barcelona,156,896220,2005-03-19 00:00:00,Luisa
361,361,2004-05-17 00:00:00,Local,Venta,Lleida,291,1505925,2005-03-10 00:00:00,Luisa
362,362,2004-05-18 00:00:00,Casa,Venta,Lleida,141,732495,2004-12-02 00:00:00,Luisa
363,363,2004-05-18 00:00:00,Suelo,Alquiler,Girona,68,378624,2005-03-30 00:00:00,Carmen
364,364,2004-05-18 00:00:00,Local,Venta,Lleida,267,1257036,2004-12-26 00:00:00,Luisa
365,365,2004-05-18 00:00:00,Local,Alquiler,Tarragona,137,673355,2004-10-16 00:00:00,María
366,366,2004-05-18 00:00:00,Oficina,Venta,Lleida,137,961192,2005-05-10 00:00:00,Jesús
367,367,2004-05-18 00:00:00,Industrial,Alquiler,Lleida,76,501220,2005-03-24 00:00:00,Jesús
368,368,2004-05-18 00:00:00,Casa,Venta,Girona,80,354320,2004-10-18 00:00:00,Carmen
369,369,2004-05-19 00:00:00,Casa,Alquiler,Barcelona,149,1238339,2004-12-27 00:00:00,Luisa
370,370,2004-05-19 00:00:00,Suelo,Alquiler,Tarragona,285,1377975,2004-09-14 00:00:00,Jesús
371,371,2004-05-20 00:00:00,Oficina,Venta,Barcelona,230,1109980,2004-12-08 00:00:00,Luisa
372,372,2004-05-20 00:00:00,Parking,Alquiler,Lleida,163,1317529,2005-05-03 00:00:00,Luisa
373,373,2004-05-21 00:00:00,Suelo,Alquiler,Barcelona,131,822811,2005-05-21 00:00:00,Pedro
374,374,2004-05-21 00:00:00,Piso,Alquiler,Tarragona,167,895287,2004-11-13 00:00:00,Jesús
375,375,2004-05-22 00:00:00,Local,Venta,Tarragona,230,1398630,2005-04-10 00:00:00,María
376,376,2004-05-23 00:00:00,Industrial,Alquiler,Lleida,247,1210053,2004-09-04 00:00:00,Jesús
377,377,2004-05-24 00:00:00,Oficina,Alquiler,Barcelona,105,525210,2005-04-16 00:00:00,Pedro
378,378,2004-05-24 00:00:00,Suelo,Alquiler,Girona,280,1680000,2004-09-17 00:00:00,María
379,379,2004-05-24 00:00:00,Piso,Venta,Girona,108,812808,2004-10-13 00:00:00,Jesús
380,380,2004-05-25 00:00:00,Local,Venta,Lleida,269,2586704,2005-03-27 00:00:00,Carmen
381,381,2004-05-25 00:00:00,Casa,Venta,Girona,123,775884,2004-10-21 00:00:00,Joaquín
382,382,2004-05-26 00:00:00,Suelo,Alquiler,Lleida,264,2582184,2005-04-24 00:00:00,Luisa
383,383,2004-05-26 00:00:00,Industrial,Alquiler,Lleida,298,1331166,2004-12-28 00:00:00,Joaquín
384,384,2004-05-26 00:00:00,Parking,Venta,Barcelona,200,1823400,2004-10-20 00:00:00,Joaquín
385,385,2004-05-26 00:00:00,Parking,Venta,Barcelona,197,1746405,2005-03-20 00:00:00,Luisa
386,386,2004-05-26 00:00:00,Parking,Alquiler,Girona,184,830760,2004-09-13 00:00:00,Pedro
387,387,2004-05-27 00:00:00,Oficina,Venta,Barcelona,119,486472,2004-09-04 00:00:00,Joaquín
388,388,2004-05-28 00:00:00,Parking,Alquiler,Girona,137,835152,2005-02-13 00:00:00,Jesús
389,389,2004-05-29 00:00:00,Oficina,Alquiler,Tarragona,196,882784,2005-02-02 00:00:00,Luisa
390,390,2004-05-30 00:00:00,Parking,Alquiler,Tarragona,65,389350,2004-12-10 00:00:00,Luisa
391,391,2004-05-30 00:00:00,Suelo,Venta,Girona,300,1483500,2005-03-29 00:00:00,Carmen
392,392,2004-05-30 00:00:00,Piso,Alquiler,Barcelona,202,1560450,2005-02-06 00:00:00,Jesús
393,393,2004-05-31 00:00:00,Piso,Venta,Girona,225,1164375,2005-03-04 00:00:00,Pedro
394,394,2004-05-31 00:00:00,Local,Alquiler,Barcelona,203,946792,2005-04-17 00:00:00,María
395,395,2004-05-31 00:00:00,Casa,Alquiler,Girona,192,1159296,2005-05-23 00:00:00,Carmen
396,396,2004-05-31 00:00:00,Parking,Alquiler,Lleida,296,1602544,2004-09-07 00:00:00,Jesús
397,397,2004-06-01 00:00:00,Parking,Venta,Barcelona,177,933321,2005-05-10 00:00:00,Joaquín
398,398,2004-06-01 00:00:00,Industrial,Venta,Girona,72,427824,2004-11-08 00:00:00,Luisa
399,399,2004-06-01 00:00:00,Industrial,Venta,Tarragona,65,483860,2005-01-24 00:00:00,Pedro
400,400,2004-06-01 00:00:00,Parking,Venta,Tarragona,208,1225120,2005-01-22 00:00:00,Carmen
401,401,2004-06-02 00:00:00,Piso,Alquiler,Barcelona,271,2682900,2005-06-02 00:00:00,Pedro
402,402,2004-06-02 00:00:00,Industrial,Alquiler,Lleida,278,2188138,2005-01-21 00:00:00,María
403,403,2004-06-02 00:00:00,Piso,Venta,Girona,90,770040,2005-04-26 00:00:00,Jesús
404,404,2004-06-03 00:00:00,Casa,Alquiler,Lleida,72,702576,2005-03-22 00:00:00,Carmen
405,405,2004-06-03 00:00:00,Local,Venta,Tarragona,224,1804992,2005-01-20 00:00:00,Jesús
406,406,2004-06-03 00:00:00,Oficina,Venta,Barcelona,207,1883700,2005-02-23 00:00:00,Carmen
407,407,2004-06-03 00:00:00,Industrial,Venta,Barcelona,162,1383480,2004-12-16 00:00:00,María
408,408,2004-06-04 00:00:00,Industrial,Alquiler,Barcelona,74,729788,2005-01-22 00:00:00,Pedro
409,409,2004-06-04 00:00:00,Parking,Venta,Girona,293,1750089,2005-04-05 00:00:00,Luisa
410,410,2004-06-04 00:00:00,Piso,Alquiler,Lleida,46,435252,2004-10-30 00:00:00,Luisa
411,411,2004-06-05 00:00:00,Local,Venta,Girona,90,742770,2004-11-27 00:00:00,Luisa
412,412,2004-06-05 00:00:00,Local,Venta,Girona,148,1268952,2004-10-14 00:00:00,María
413,413,2004-06-05 00:00:00,Piso,Alquiler,Tarragona,189,1527498,2005-05-14 00:00:00,Luisa
414,414,2004-06-06 00:00:00,Suelo,Venta,Lleida,56,425432,2004-09-23 00:00:00,Luisa
415,415,2004-06-06 00:00:00,Parking,Venta,Barcelona,46,386584,2004-12-17 00:00:00,Carmen
416,416,2004-06-07 00:00:00,Oficina,Alquiler,Lleida,201,1287807,2004-09-11 00:00:00,Carmen
417,417,2004-06-07 00:00:00,Suelo,Venta,Barcelona,254,1381506,2005-04-14 00:00:00,Luisa
418,418,2004-06-07 00:00:00,Industrial,Alquiler,Girona,287,2452989,2005-01-26 00:00:00,Joaquín
419,419,2004-06-07 00:00:00,Parking,Venta,Girona,174,952302,2004-12-06 00:00:00,Luisa
420,420,2004-06-08 00:00:00,Piso,Alquiler,Lleida,114,1019160,2005-05-29 00:00:00,Carmen
421,421,2004-06-09 00:00:00,Suelo,Venta,Barcelona,135,1209735,2005-05-05 00:00:00,Pedro
422,422,2004-06-09 00:00:00,Piso,Alquiler,Barcelona,126,637308,2004-11-09 00:00:00,Jesús
423,423,2004-06-09 00:00:00,Local,Alquiler,Barcelona,260,1090180,2004-12-16 00:00:00,Luisa
424,424,2004-06-09 00:00:00,Parking,Venta,Barcelona,261,1945755,2004-11-06 00:00:00,Jesús
425,425,2004-06-09 00:00:00,Casa,Venta,Girona,173,1117753,2004-12-11 00:00:00,María
426,426,2004-06-09 00:00:00,Oficina,Alquiler,Lleida,207,1042659,2004-10-12 00:00:00,Jesús
427,427,2004-06-10 00:00:00,Piso,Venta,Barcelona,81,583362,2005-05-04 00:00:00,Carmen
428,428,2004-06-10 00:00:00,Piso,Alquiler,Lleida,52,338364,2005-01-04 00:00:00,Carmen
429,429,2004-06-11 00:00:00,Parking,Alquiler,Tarragona,271,2190493,2004-11-02 00:00:00,Jesús
430,430,2004-06-11 00:00:00,Oficina,Venta,Tarragona,249,1388175,2004-10-29 00:00:00,Luisa
431,431,2004-06-11 00:00:00,Suelo,Alquiler,Tarragona,153,1116441,2004-12-19 00:00:00,Jesús
432,432,2004-06-12 00:00:00,Oficina,Alquiler,Lleida,205,1980300,2005-01-01 00:00:00,Joaquín
433,433,2004-06-13 00:00:00,Suelo,Venta,Tarragona,144,852480,2005-06-04 00:00:00,Carmen
434,434,2004-06-13 00:00:00,Local,Alquiler,Tarragona,246,1898628,2004-12-15 00:00:00,Joaquín
435,435,2004-06-13 00:00:00,Industrial,Alquiler,Girona,233,1541528,2005-02-03 00:00:00,Jesús
436,436,2004-06-13 00:00:00,Suelo,Venta,Tarragona,105,783195,2004-11-20 00:00:00,Carmen
437,437,2004-06-14 00:00:00,Parking,Venta,Girona,107,909821,2005-05-03 00:00:00,Luisa
438,438,2004-06-14 00:00:00,Oficina,Venta,Barcelona,158,1543344,2004-12-26 00:00:00,Luisa
439,439,2004-06-15 00:00:00,Oficina,Alquiler,Girona,298,2524358,2004-10-23 00:00:00,Luisa
440,440,2004-06-15 00:00:00,Parking,Venta,Barcelona,115,1077665,2004-09-19 00:00:00,Jesús
441,441,2004-06-16 00:00:00,Parking,Venta,Barcelona,102,790602,2004-11-09 00:00:00,Carmen
442,442,2004-06-16 00:00:00,Parking,Venta,Tarragona,211,872063,2005-02-26 00:00:00,Pedro
443,443,2004-06-17 00:00:00,Piso,Alquiler,Girona,245,1001070,2004-10-14 00:00:00,Jesús
444,444,2004-06-17 00:00:00,Parking,Venta,Barcelona,102,1005312,2005-06-09 00:00:00,Luisa
445,445,2004-06-17 00:00:00,Local,Alquiler,Girona,44,189156,2004-11-25 00:00:00,Jesús
446,446,2004-06-17 00:00:00,Casa,Alquiler,Tarragona,57,419178,2005-03-18 00:00:00,Jesús
447,447,2004-06-17 00:00:00,Parking,Alquiler,Lleida,263,1779458,2005-01-24 00:00:00,Pedro
448,448,2004-06-17 00:00:00,Local,Alquiler,Girona,234,1159470,2004-10-02 00:00:00,Pedro
449,449,2004-06-17 00:00:00,Local,Venta,Girona,118,788948,2005-04-08 00:00:00,Pedro
450,450,2004-06-18 00:00:00,Industrial,Alquiler,Lleida,248,1674744,2005-05-01 00:00:00,Luisa
451,451,2004-06-18 00:00:00,Oficina,Venta,Barcelona,54,406998,2005-04-25 00:00:00,Joaquín
452,452,2004-06-19 00:00:00,Suelo,Venta,Lleida,215,2097970,2004-11-13 00:00:00,Pedro
453,453,2004-06-19 00:00:00,Suelo,Venta,Girona,185,1616900,2005-04-08 00:00:00,Jesús
454,454,2004-06-19 00:00:00,Oficina,Alquiler,Barcelona,72,458568,2004-10-06 00:00:00,Luisa
455,455,2004-06-20 00:00:00,Parking,Alquiler,Barcelona,244,2439512,2005-01-02 00:00:00,Carmen
456,456,2004-06-20 00:00:00,Piso,Venta,Lleida,195,1797120,2004-12-31 00:00:00,María
457,457,2004-06-20 00:00:00,Suelo,Alquiler,Lleida,104,511680,2005-06-05 00:00:00,Luisa
458,458,2004-06-20 00:00:00,Piso,Alquiler,Barcelona,71,587880,2004-10-03 00:00:00,Jesús
459,459,2004-06-21 00:00:00,Oficina,Venta,Girona,107,590426,2004-11-03 00:00:00,María
460,460,2004-06-22 00:00:00,Oficina,Alquiler,Barcelona,77,322322,2005-03-12 00:00:00,Joaquín
461,461,2004-06-22 00:00:00,Casa,Venta,Girona,90,412740,2004-09-26 00:00:00,María
462,462,2004-06-22 00:00:00,Oficina,Alquiler,Lleida,204,924732,2005-04-28 00:00:00,María
463,463,2004-06-23 00:00:00,Casa,Venta,Girona,214,1962380,2005-06-01 00:00:00,Pedro
464,464,2004-06-24 00:00:00,Casa,Alquiler,Girona,143,836836,2005-06-15 00:00:00,Luisa
465,465,2004-06-24 00:00:00,Industrial,Alquiler,Lleida,268,2628812,2005-03-15 00:00:00,Pedro
466,466,2004-06-24 00:00:00,Local,Alquiler,Tarragona,44,242704,2004-10-03 00:00:00,Joaquín
467,467,2004-06-24 00:00:00,Local,Venta,Girona,126,520758,2005-06-16 00:00:00,Pedro
468,468,2004-06-24 00:00:00,Local,Venta,Tarragona,215,870105,2005-04-02 00:00:00,Jesús
469,469,2004-06-24 00:00:00,Casa,Alquiler,Barcelona,65,546780,2004-12-13 00:00:00,Pedro
470,470,2004-06-25 00:00:00,Parking,Venta,Tarragona,191,875544,2004-11-01 00:00:00,Jesús
471,471,2004-06-25 00:00:00,Casa,Venta,Lleida,155,801350,2005-01-14 00:00:00,Pedro
472,472,2004-06-25 00:00:00,Suelo,Venta,Tarragona,297,1820016,2005-01-08 00:00:00,María
473,473,2004-06-25 00:00:00,Parking,Alquiler,Lleida,105,872760,2005-03-26 00:00:00,Carmen
474,474,2004-06-25 00:00:00,Suelo,Venta,Girona,199,1622646,2005-06-23 00:00:00,Jesús
475,475,2004-06-25 00:00:00,Suelo,Alquiler,Tarragona,136,568480,2004-12-03 00:00:00,Pedro
476,476,2004-06-26 00:00:00,Oficina,Alquiler,Lleida,88,851488,2005-05-25 00:00:00,Carmen
477,477,2004-06-28 00:00:00,Suelo,Alquiler,Lleida,86,855442,2004-10-20 00:00:00,Jesús
478,478,2004-06-28 00:00:00,Suelo,Alquiler,Lleida,189,913248,2005-05-13 00:00:00,Luisa
479,479,2004-06-28 00:00:00,Oficina,Venta,Girona,232,1028224,2005-05-26 00:00:00,Luisa
480,480,2004-06-28 00:00:00,Suelo,Venta,Lleida,58,530816,2004-10-07 00:00:00,Luisa
481,481,2004-06-29 00:00:00,Oficina,Alquiler,Barcelona,257,1166780,2005-01-10 00:00:00,Jesús
482,482,2004-06-29 00:00:00,Industrial,Venta,Tarragona,243,1983123,2005-06-16 00:00:00,María
483,483,2004-06-29 00:00:00,Oficina,Venta,Lleida,134,946710,2005-01-04 00:00:00,Carmen
484,484,2004-06-30 00:00:00,Casa,Venta,Girona,153,1506438,2004-12-03 00:00:00,Luisa
485,485,2004-06-30 00:00:00,Piso,Alquiler,Tarragona,122,1093608,2005-02-27 00:00:00,Luisa
486,486,2004-06-30 00:00:00,Piso,Venta,Girona,283,2199476,2005-06-04 00:00:00,Luisa
487,487,2004-06-30 00:00:00,Casa,Venta,Lleida,261,2475063,2005-01-21 00:00:00,Carmen
488,488,2004-07-01 00:00:00,Piso,Alquiler,Lleida,185,1306840,2005-05-17 00:00:00,Carmen
489,489,2004-07-01 00:00:00,Casa,Venta,Tarragona,60,253920,2005-01-30 00:00:00,Luisa
490,490,2004-07-02 00:00:00,Parking,Alquiler,Barcelona,234,1911312,2005-04-08 00:00:00,Luisa
491,491,2004-07-02 00:00:00,Piso,Alquiler,Girona,62,358670,2005-06-04 00:00:00,Luisa
492,492,2004-07-03 00:00:00,Local,Venta,Lleida,282,1298328,2005-03-10 00:00:00,Jesús
493,493,2004-07-03 00:00:00,Parking,Alquiler,Lleida,299,1948583,2004-12-21 00:00:00,María
494,494,2004-07-03 00:00:00,Piso,Venta,Barcelona,274,1729762,2005-07-03 00:00:00,Luisa
495,495,2004-07-03 00:00:00,Oficina,Venta,Barcelona,268,2578696,2005-06-28 00:00:00,Luisa
496,496,2004-07-03 00:00:00,Piso,Alquiler,Lleida,155,1166065,2004-12-07 00:00:00,Jesús
497,497,2004-07-03 00:00:00,Oficina,Venta,Girona,209,1316073,2005-04-02 00:00:00,Pedro
498,498,2004-07-03 00:00:00,Suelo,Alquiler,Tarragona,110,1004740,2005-07-03 00:00:00,Luisa
